FID,OBJECTID,SHAPE,ID,PLZ,ORT,STRASSE,STANDORT,TYP,OBJEKTTITEL,VULGONAMEN,BIOGR_ANGABEN,INSCHRIFT,BESCHREIBUNG,MATERIAL,ENTSTEHUNG,EPOCHE,KUENSTLER,GESCHICHTE,LITERATURQUELLEN,SE_ANNO_CAD_DATA
KUNSTWERKOGD.3620650,3620650,POINT (16.355947675916138 48.172998563303544),109200,1100,Wien,Hardtmuthgasse 106,,Gedenktafeln,Leopoldine Kovarik - Gedenktafel,,,Als junge Heldin / f. d. Freiheit Österreichs fiel / Leopoldine Kovarik / geb. 5.II.1919. hingerichtet 2.XI.1943. / Die Kommunistische Partei trauert / um ihre treue Genossin.,,Stein,,12 Nach 1945,,,,
KUNSTWERKOGD.3620651,3620651,POINT (16.354122184820778 48.17328835699292),109201,1100,Wien,Knöllgasse 42,,Gedenktafeln,Johann Friedrich - Gedenktafel,,,Als Kämpfer u. Held / f. d. Freiheit Österreichs fiel / Johann Friedrich / geb. 28.1.1908 hingerichtet 15.11.1943. / Die Kommunistische Partei trauert / um ihren treuen Genossen.,,Stein,vor 1954,12 Nach 1945,,,,
KUNSTWERKOGD.3620652,3620652,POINT (16.3698457631787 48.1748880519388),109202,1100,Wien,Leebgasse 35,,Gedenktafeln,Heinrich Belohlavek - Gedenktafel,,,,,Stein,,12 Nach 1945,,,,
KUNSTWERKOGD.3620653,3620653,POINT (16.37899384633478 48.177493503133775),109203,1100,Wien,Wielandgasse 2-4,,Gedenktafeln,Opfer des Nationalsozialismus KPÖ - Gedenktafel,,,Wie sind das Bauvolk / der kommenden Welt / Oskar Grossmann / Leo Gabler / Erwin Puschmann / Willy Frank / Hermann Köhler / Alfred Klahr / Anton Reisinger / Sepp Toifl / Franz Schuster / Franz Sebek / Ferdl Strasser / Hedy Urach / Die Helden des Zentralkomitees / Gefallen für die Freiheit / 1938 Österreichs 1945,,Metall,,12 Nach 1945,,,,
KUNSTWERKOGD.3620654,3620654,POINT (16.368107752997087 48.21550310156841),109204,1010,Wien,Neutorgasse 15,,Gedenktafeln,Opfer des Nationalsozialismus - Gedenktafel,,,"Zum Gedenken / Wien 1, Neutorgasse 15 / Die Geschichte dieses Gebäudes ist mit dem tragischen Schicksal zahlreicher Menschen / verbunden - für viele war es die letzte Adresse vor ihrem Tod in den nationalsoziali- / stischen Konzentrations- und Vernichtungslagern.
Zwischen 1939 und 1943 waren nach der Einrichtung von Sammelwohnungen insge- / samt 39 Bewohnerinnen und Bewohner unter dieser Adresse gemeldet, die nach den / Nürnberger Rassengesetzen als jüdisch galten. 27 Frauen und Männer wurden zwischen / Oktober 1941 und Oktober 1942 von dieser Adresse in Ghettos oder Konzentrationslager / deportiert und ermordet. 6 Personen verstarben noch vor Ort in diesem Haus, weitere / 5 wurden zunächst in andere Sammelwohnungen / Einrichtungen in Wien verbracht / und später in Konzentrationslager deportiert und ermordet.
Michaela Ellyson, Auschwitz / Agnes Daisy Ellyson, Auschwitz / Helene Heimler, Ghetto Litzmannstadt / Martha Tintner, Maly Trostinec / Dr. Josef Poor, Maly Trostinec / Lea Pelz, Maly Trostinec / Leo Follender, Maly Trostinec / Rosa Follender, Maly Trostinec / Sophie Lehner, Maly Trostinec / Anna Karpeles, Maly Trostinec / Amalia Steiner, Maly Trostinec / Leib Entenberg, Maly Trostinec / Ella Entenberg, Maly Trostinec / Franziska Popper, Maly Trostinec / Michl Feldmann, Theresienstadt / Balie Feldmann, Theresienstadt / Samuel Schallinger, Theresienstadt / Paul Hirsch, Theresienstadt / Gisela Hirsch, Theresienstadt / Ignatz Popper, Theresienstadt / Risa Popper, Theresienstadt / Hofrat Dr. Eugen Stein, Theresienstadt / Emilie Kroch, Theresienstadt / Dr. med. Julius Berdach, Theresienstadt / Olga Berdach, Theresienstadt / Dr. med. Carl Berdach, Theresienstadt / Josefine Klein, Theresienstadt / Margarethe Popper, Theresienstadt, Auschwitz / Emilie Agathe Rona, Theresienstadt, Auschwitz / Mina Gottlieb, Theresienstadt, Treblinka / Margit Tintner, unbekannt / Dr. med. Samuel Popper, Wien, Neutorgasse 15 / Amalie Ertler, Wien, Neutorgasse 15 / Rosa Löwinger, Wien, Neutorgasse 15 / Komm. Rat Hermann Smetana, Wien, Neutorgasse 15 / Therese Ratzersdorfer, Wien, Neutorgasse 15 / Dr. Friedrich Tintner, Wien, jüdisches Spital / David Steiner, Wien, jüdisches Altersheim /
Nur eine damalige Bewohnerin überlebte den Holocaust. / Ella Herzer war in mehreren Konzentrationslagern inhaftiert und verstarb 1957 in Australien. / Zur mahnenden Erinnerung an die nationalsozialistischen Gräueltaten, / an die Beraubung und Enteignung, Vertreibung und Ermordung der jüdischen / Bevölkerung in Wien und Österreich. / Niemals vergessen! / Stadt Wien, September 2015",,,,,,,,
KUNSTWERKOGD.3620655,3620655,POINT (16.40788273249665 48.18286813582664),109205,1110,Wien,Rinnböckstraße 23,,Gedenktafeln,Opfer des Nationalsozialismus - Gedenktafel,,,Zum Gedenken / an die jüdischen Mieter / dieses Hauses / Opfer der / nationalsozialistischen / Verfolgung / Abe Johles / 1938 in die Schweiz / geflüchtet / Fanny Wanek / 1940 nach Schanghai / geflüchtet / Adele Frisch / 1942 nach Treblinka / deportiert und ermordert,,Stein,,,,,,
KUNSTWERKOGD.3620656,3620656,POINT (16.347437768745394 48.24319512574158),109206,1190,Wien,Billrothstraße 78,"Rudolfinerhaus, Gedenktafel in Grünfläche",Gedenktafeln,Opfer des Bombenangriffs - Gedenktafel,,,"Beim Bombenangriff am 15. März 1945 haben die / Pflegenden Hildegard Lehnen und Imma Loebenstein / unter Einsatz ihres Lebens den Schutzraum / nochmals verlassen, um Patienten in Sicherheit zu / bringen. Dabei wurden sie tödlich getroffen. / Der Sanitäter Ferdinand Benda und der belgische / Kriegsgefangene Gaston de la Motte fanden / gleichfalls beim Versuch andere zu retten den Tod. / Ebenso kamen Therese Görz aus der Wäscherei und / Gertrud Weissberger, Schwester Rudolfine, ums / Leben. / Wien, im März 2000",,Stein,2000,,,,,
KUNSTWERKOGD.3620657,3620657,POINT (16.30517970608406 48.18843654757133),109208,1140,Wien,Diesterweggasse 2,,Gedenktafeln,Georg Pevetz - Gedenktafel,,,In diesem Hause / wohnte und schuf / Prof. Dr. Georg Pevetz / 1893-1971 / akad. Maler und Graphiker / Seine bedeutenden Werke / bleiben Zeugnisse der / donauländischen Kultur / Museumsverein Penzing / 1977,,Stein,1977,,,,,
KUNSTWERKOGD.3620658,3620658,POINT (16.32666614214314 48.18315867597062),109209,1120,Wien,Schönbrunner Straße 230,,Gedenktafeln,Edmund Reim - Gedenktafel,,,In diesem Hause starb / der Tondichter Professor / Edmund Reim / am 28. Febr. 1928 / Zentralausschuss für Heimatforschung Wien XII.,,Stein,,,,,,
KUNSTWERKOGD.3620659,3620659,POINT (16.31783372469378 48.18046880398326),109210,1120,Wien,Grünbergstraße 31,,Gedenktafeln,Egon Schiele und LH Jungnickel - Gedenktafel,,,In diesem Haus wirkten / Egon Schiele / von 1910 bis 1911 / sowie der Tierdarsteller / Ludwig H. Jungnickel / bis 1940,,Metall,,,,,,
KUNSTWERKOGD.3620660,3620660,POINT (16.366471900432447 48.21214709862377),109211,1010,Wien,Renngasse 1,,Gedenktafeln,Franz Schubert - Gedenktafel,,,"Franz Schubert / trat in diesem Haus als Tondichter / zum erstenmal in die Öffentlichkeit: / am 1.3.1818 mit einer Ouverture im itali- / enischen Stil, am 28.2.1819 mit seinem Liede / Schäfers Klagelied / Wiener Schubertbund 1929",,Stein,,11 Zwischenkriegszeit und 2. Weltkrieg,,,,
KUNSTWERKOGD.3620661,3620661,POINT (16.35444082634342 48.201197518037425),109212,1070,Wien,Lindengasse 5,,Gedenktafeln,Hermann Schulze-Delitzsch - Gedenktafel,,,,,Granit/Marmor,,,,,,
KUNSTWERKOGD.3620662,3620662,POINT (16.388289637205794 48.261245336314076),109215,1210,Wien,Jedleseer Straße 66-94,,Gedenktafeln,Karl Seitz - Gedenktafel,,,Diese / Wohnhausanlage / ist nach dem / Bürgermeister / der Stadt Wien / Karl Seitz / 1923-1934 / benannt,,Stein,,,,,,
KUNSTWERKOGD.3620663,3620663,POINT (16.382899598266736 48.22180595910737),109217,1020,Wien,Heinestraße 4,,Gedenktafeln,Jura Soyfer - Gedenktafel,,,Voll Leben und voll Tod / ist diese Erde / Jura Soyfer / 1912-1939 / und ihre Zukunft ist / herrlich und groß,,Stein,,,,,,
KUNSTWERKOGD.3620664,3620664,POINT (16.349650679969898 48.199875996132604),109222,1070,Wien,Lindengasse 41,,Gedenktafeln,Jura Soyfer - Gedenktafel,,,"Jura Soyfer / 1912-1939 / in diesem Haus wohnte der / Dramatiker und Lyriker / Jura Soyfer. / Er wurde am 17. November 1937 / verhaftet. / Am 16. Februar 1939 starb er / im KZ Buchenwald. / Mit ihm ging eine der größten / Hoffnungen der / antifaschistischen Literatur / in Österreich verloren. / und dennoch schliesst / die Augen nicht! / Dem Sturme blickt / ins Angesicht, / denn ihr sollt alles wissen! / (Jura Soyfer) / Errichtet 2015 mit Unterstützung des Nationalfonds der Republik / Österreich für Opfer des Nationalsozialismus, des Zukunftsfonds / der Republik Österreich, der Stadt Wien und des Bezirks Neubau.",,"Stein, Glas",,,,,,
KUNSTWERKOGD.3620665,3620665,POINT (16.377490858502618 48.21415868186284),109223,1020,Wien,Lilienbrunngasse 7-9,,Gedenktafeln,Johann Strauss (Donauwalzer) - Gedenktafel,,,"An diesem Ort im alten Dianabadsaal, erklang / am 15. Februar 1867 zum ersten Mal der Walzer / ""An der schönen blauen Donau"" / von Johann Strauss (Sohn). / Johann-Strauss-Gesellschaft Wien Bezirk Leopoldstadt / 15. Februar 2017",,Stein,,,,"An dieser Stelle gab es bereits mehrere Gedenktafeln.
Die heute im Straßenraum angebrachte Tafel ist eine Replik der Vorgängertafel, die 2000 im Zuge der Generalsanierung entfernt wurde und anschließend im Leopoldauer Bezirksmuseum verblieben ist. 
2017 wurde erneute eine Tafel im Eingangsbereich des damaligen Bads angebracht. Diese wurde schließlich 2025 anlässlich des Strauß-Jahrs in den Außenbereich an einer der Steher vor dem Gebäude übersiedelt.",,
KUNSTWERKOGD.3620666,3620666,POINT (16.369729448959337 48.19874457980605),109224,1040,Wien,Karlsplatz 13,"Technische Universität Wien, Innenhof ggüber Stiege 4",Gedenktafeln,Franz von Toula - Gedenktafel,,,Dr. Franz von Toula / 1845-1920 / Professor der Mineralogie / und Geologie / 1881-1917 /,,Metall,,,,,,
KUNSTWERKOGD.3620667,3620667,POINT (16.37715319266148 48.20886755492717),109225,1010,Wien,Dr.-Ignaz-Seipel-Platz 2,ÖAW,Gedenktafeln,Josef Treitl,,,Dem Andenken ihres / Förderers / Joseph Treitl / die kaiserliche Akademie / der Wissenschaften / MCMI,,"Metall, vergoldet",,,,,,
KUNSTWERKOGD.3620668,3620668,POINT (16.344804284937744 48.189006512638755),109226,1060,Wien,Morizgasse 2 / Linke Wienzeile,,Gedenktafeln,Türkenkugel - Gedenktafel,,,Diese historische / Türkenkugel / wurde bei der / zweiten / Türkenbelagerung / Wiens / 1683 / gegen das an / dieser Stelle / befindliche Haus / abgefeuert. / Errichtet durch die Heimat Österreich / Siedlungsgesellschaft mbH 1969,,,1969,12 Nach 1945,,,,
KUNSTWERKOGD.3620669,3620669,POINT (16.351436946130068 48.22722017156644),109227,1090,Wien,Lustkandlgasse 26-28,,Gedenktafeln,Julius Wagner-Jauregg - Gedenktafel,,,Diese Wohnhausanlage / wurde nach / dem Nobelpreisträger / für Medizin / dem Neurologen / Professor / Julius Wagner-Jauregg / 1857-1940 benannt,,Stein,,,,,,
KUNSTWERKOGD.3620670,3620670,POINT (16.335846903197684 48.25110345588074),109228,1190,Wien,Kaasgrabengasse 38,,Gedenktafeln,Egon Wellesz - Gedenktafel,,,"Der Komponist und Musikologe / Univ. Prof. Dr. Egon Wellesz / geb. 21.10.1885 in Wien, gest. / 9.11.1974 in Oxford, lebte und / wirkte in diesem von Josef / Hoffmann für ihn erbeuten Haus / von 1913 bis zum März 1938 / Gewidmet von seiner Verbindung. / Der Kath. Österr. Landsmannschaft / Maximiliana am 21. Oktober 1990",,Stein,,12 Nach 1945,,,,
KUNSTWERKOGD.3620671,3620671,POINT (16.35824044103978 48.210719774503474),109229,1010,Wien,Friedrich-Schmidt-Platz 1,Rathaus,Gedenktafeln,Wiedergeburt Österreichs - Gedenktafel,,,"Zur Erinnerung an die Befreiung Wiens / von der Diktatur des Nationalsozialismus / und der Wiedererrichtung der Demokratie / in den Apriltagen 1945. / Wien, im April 2005",,Stein,,12 Nach 1945,,,,
KUNSTWERKOGD.3620672,3620672,POINT (16.362145296137996 48.259682492514294),109230,1190,Wien,Zahnradbahnstraße 8,,Gedenktafeln,Zahnradbahn - Tafel,,,1974  Zahnradbahn - Wien 1922,,Holz,,,,,,
KUNSTWERKOGD.3620673,3620673,POINT (16.359406003013987 48.20674283288034),109231,1010,Wien,Dr. Karl Renner Ring/ Schmerlingplatz,Palais Epstein,Gedenktafeln,Leon Zelman - Gedenktafel,,,Im Gedenken an / Leon Zelman / (12 Juni 1928 Szczekociny - / 11 Juli 2007 Wien) / Sein unermüdlicher Einsatz / galt der Erinnerung an die Shoah / und dem Dialog zwischen / dem heutigen Österreich und / Opfern der NS-Verfolgung / als Basis für eine gemeinsame / Zukunft. / In diesem Sinne wünschte er sich / die Erhaltung des Palais Epstein / als ein lebendiges Denkmal / jüdischen Erbes in Wien / 11 Juli 2008,,Stein,,12 Nach 1945,,,,
KUNSTWERKOGD.3620674,3620674,POINT (16.382823613655688 48.209728740822285),109234,1010,Wien,Stubenring 1,Regierungsgebäude,Gedenktafeln,Zentrum der Wehrmachtsjustiz - Gedenktafel,,,"Zentrum der / Wehrmachtsjustiz / Regierungsgebäude 1010 Wien, Stubenring 1 / Das Regierungsgebäude, heute Sitz mehrerer Ministerien, war von / 1938 bis 1945 zentrale Schaltstelle der Wehrmachtjustiz und / damit Teil des nationalsozialistischen Terror- und Unrechtssystems. / [ ... ] / Im Gedenken an die Verfolgten. / 2023",,"Kunststoff, Plexiglas",,12 Nach 1945,,,,
KUNSTWERKOGD.3620675,3620675,POINT (16.41583988585694 48.169304458646174),109264,1110,Wien,Römersthalgasse 1,,Gedenktafeln,Leopold Swatosch - Gedenktafel,,,"In diesem Haus lebte der / verdienstvolle Alt-Simmeringer Heimatforscher / und Begründer des Alt-Simmeringer Clubs / Leopold Swatosch / Sein Leben, siene Arbeit galt der Erforschung / seiner engeren, überaus geliebten Heimat. / Ihr opferte er Alles. Leider war es ihm nicht / mehr vergönnt, das noch Geplante und vor ihm / Liegende, mit all seiner Liebe zu beenden. / Er starb am 7. Oktober 1950. / Alt-Simmeringer Club 1931",,Stein,1931,11 Zwischenkriegszeit und 2. Weltkrieg,,,,
KUNSTWERKOGD.3620676,3620676,POINT (16.377382559348355 48.20949483978521),109265,1010,Wien,Schönlaterngasse 6,,Gedenktafeln,Schöne Laterne - Gedenk-/Erläuterungstafel,,,"Das Original der / ""Schönen Laterne"" / Namensgeberin dieser Gasse / befindet sich im Historischen Museum / der Stadt Wien. / Anno 1971 wurde diese Kopie der / ""Schönen Laterne"" / vom Kunstschmiedemeister Schmitler / der Stadt Wien zugeeignet.",,Stein,1971,12 Nach 1945,,,,
KUNSTWERKOGD.3620677,3620677,POINT (16.363757842908246 48.209729507120784),109266,1010,Wien,Minoritenplatz,"Vor der Minoritenkirche, ggüber von Minoritenplatz 5",Sakrale Kleindenkmäler,Franz von Assisi,,,San Francesco / [...] Assisi / 1182-1226,,Bronze,2004,,,,,
KUNSTWERKOGD.3620678,3620678,POINT (16.34836449386379 48.19528824050747),109271,1060,Wien,Loquaipark,ggüber von Loquaiplatz 9,Sakrale Kleindenkmäler,Kurt-Pint-Gedenkkreuz,,,,,Holz,,12 Nach 1945,,,,
KUNSTWERKOGD.3620679,3620679,POINT (16.34653838988774 48.20198550253409),109272,1070,Wien,Westbahnstraße 14,im Innenhof,Sakrale Kleindenkmäler,Kruzifix,,,,,,Mitte 18. Jh.,,,,,
KUNSTWERKOGD.3620680,3620680,POINT (16.3639096822885 48.22055369700521),109273,1090,Wien,Servitengasse 9,vor der Servitenkirche,Sakrale Kleindenkmäler,Maria sitzend,,,,,Stein,,,,,,
KUNSTWERKOGD.3620681,3620681,POINT (16.349270153294842 48.2236921402455),109275,1090,Wien,Währinger Gürtel,Bei Nummer 88 / Klammergasse,Sakrale Kleindenkmäler,Johannes-Nepomuk-Kapelle,,,,Kleiner überkuppelter Zentralbau in klassizierenden Formen über dem Grundriss eines griechischen Kreuzes.,,1895-1898,10 Späthistorismus/Jugendstil/Neoklassizismus,,Vorgängerbau 1740 an der Währinger Linie erbaut. Neubau 1895 von Otto Wagner im Zuge der Errichtung der Stadtbahn.,"Dehio 1993, S. 374-375.",
KUNSTWERKOGD.3620682,3620682,POINT (16.34840742795071 48.174554013204705),109280,1100,Wien,Kundratstraße 3,"Klinik Favoriten, ehem. Kaiser-Franz-Josefs Spital",Sakrale Kleindenkmäler,Spitalskapelle zum göttlichen Erlöser,,,,,,,,,,,
KUNSTWERKOGD.3620683,3620683,POINT (16.423053602985075 48.16958188917681),109282,1110,Wien,Simmeringer Friedhof,,Sakrale Kleindenkmäler,Rinnböck-Kapelle,,,,Neogotische Begräbniskapelle der Familie Rinnböck.,,1869,09 Strenger Historismus,,,,
KUNSTWERKOGD.3620684,3620684,POINT (16.30435184191698 48.19876011520774),109286,1140,Wien,"Georg-Körner-Kaserne, Hütteldorfer Straße/Leyserstraße",ggüber Hütteldorfer Straße 153,Sakrale Kleindenkmäler,Bildstock,,,,"Würfelförmige Basis, vierseitiger Schaft, der etwa auf halber Höhe eine Verschmälerung in Form einer Abstufung zeigt. Kräftiges unteres und oberes Gesims, Tabernakel mit Rechtecknische, darin heiliger Jakob (Patron von Penzing), Steinzeugbekrönung.",Stein,,,,Der Bildstock wurde im Juni 1990 anlässlich des 35-jährigen Bestehens des österreichischen Bundesheeres geweiht.,"Westerhoff 1993, S. 95.",
KUNSTWERKOGD.3620685,3620685,POINT (16.27051960536501 48.200242168938196),109288,1140,Wien,Lorenz-Weiß-Gasse 6A,,Sakrale Kleindenkmäler,Hl. Josef,,,,,Stein,,,,,,
KUNSTWERKOGD.3620686,3620686,POINT (16.26544339996378 48.194639520223205),109289,1140,Wien,Hackinger Straße 48,,Sakrale Kleindenkmäler,Hl. Johannes von Nepomuk,,,,Barockisierende Nepomuk Statue an Hauswand.,Stein,,,,,,
KUNSTWERKOGD.3620687,3620687,POINT (16.374632395752233 48.2451943512909),109290,1200,Wien,"Forsthausgasse 22, Forsthauspark",ggüber Forsthausgasse 15,Sakrale Kleindenkmäler,Brigitta Statue,,,,,Stein,1930er Jahre,11 Zwischenkriegszeit und 2. Weltkrieg,,"Statue der heiligen Brigitta, Namenspatronin des Bezirkes. Sie wurde nach Abbruch des Familienasyls in der Adalbert-Stifter-Straße 69-71, das um 1935 errichtet wurde, in der Forsthausgasse aufgestellt.",,
KUNSTWERKOGD.3620688,3620688,POINT (16.388224688162737 48.269431812429005),109293,1210,Wien,Anton-Bosch-Gasse 12,,Sakrale Kleindenkmäler,Marienstatue,,,,Gnadenstatue Maria Loretto.,Stein,,,,,"Dehio, S. 633.",
KUNSTWERKOGD.3620689,3620689,POINT (16.43853370415787 48.21320626748494),109295,1220,Wien,Kaisermühlenstraße / Kaisermühlendamm / ggüber An der unteren Alten Donau 291,,Sakrale Kleindenkmäler,Bildstock Hl. Koloman,,,Zur / Erinnerung / an den / Heiligen / Koloman / + 1012 / Gewidmet von M-K. Regner,,Stein,,12 Nach 1945,,,,
KUNSTWERKOGD.3620690,3620690,POINT (16.32427423410857 48.13796561846769),109298,1230,Wien,Erlaaerstraße 191 / Perfektastraße / Altmannsdorferstraße,,Sakrale Kleindenkmäler,Bildstock Neuerlaa,,,"Der Herr / segne / deinen Weg / 
Schenke / dir / gute / Heimkehr /
Behüte dich / und die / deinen",,Beton,,,,,,
KUNSTWERKOGD.3620691,3620691,POINT (16.29253735566469 48.14502473686026),109306,1230,Wien,Canavesegasse 24,Bezirksmuseum Erdgeschoß,Sakrale Kleindenkmäler,Hl. Johannes von Nepomuk,,,,,Stein,,,,,,
KUNSTWERKOGD.3620692,3620692,POINT (16.3991372684051 48.18762493856213),109307,1030,Wien,Leberstraße 2-2a,Stein,Gedenktafeln,Ludwig Vesely - Gedenktafel,,,In diesem Hause wohnte / der österreichische Freiheitskämpfer / Ludwig Vesely / ermordet im K.Z. Auschwitz am 30.12.1944. / Sein Tod ist uns Mahnung u. Verpflichtung. / Landesverband der österreichischen K.Z.-ler.,,,1949,12 Nach 1945,,,,
KUNSTWERKOGD.3620693,3620693,POINT (16.34216933998962 48.18954735537511),109308,1060,Wien,Mollardgasse 87,,Gedenktafeln,Vertriebene und ermordete jüdische BerufsschülerInnen,,,Im Gedenken an die / vertriebenen und ermordeten / jüdischen Wiener Berufsschüler / und Berufsschülerinnen / 1938-1945 / Niemals vergessen,,Stein,2004,12 Nach 1945,,,,
KUNSTWERKOGD.3620694,3620694,POINT (16.35422472189435 48.21173500121081),109309,1080,Wien,Wickenburggasse 1,,Gedenktafeln,Wiener Schlosser - Gedenktafel,Stock im Eisen,,Stock im Eisen / Ein Jahrhunderte / altes Symbol der / Wiener Schlosser / Errichtet zum / Jubiläum 700 Jahre / Schlosser in Wien / 1988,,Metall,1988,12 Nach 1945,,Seit 1899 Haus der Wiener Schlosserinnung.,,
KUNSTWERKOGD.3620695,3620695,POINT (16.354160792715728 48.17142719242057),109310,1100,Wien,Quaringasse 16,Quarin-Hof,Gedenktafeln,Anton Mayer - Gedenktafel,,,"Als junger Held / f. d. Freiheit Österreich fiel / Mayer Anton / geb. 7.II.1923, hingerichtet 22.X.1943. / Die Kommunistische Partei trauert / um ihren treuen Genossen.",,Stein,1946,12 Nach 1945,,,,
KUNSTWERKOGD.3620696,3620696,POINT (16.341524182568474 48.178173793660484),109311,1120,Wien,Am Fuchsenfeld 1-3,Reismannhof,Gedenktafeln,Bombenopfer - Gedenktafel,,,In diesem Wohnhausblock wurden / am 11. Oktober 1944 nachstehende / Personen durch Bombentreffer getötet: / Beile Anna 32 Jahre alt / Brückler Marie 20 Jahre alt / Dechat Hildegard 22 Jahre alt / Jurkowitsch Marie 48 Jahre alt / Klinsky Emilie 47 Jahre alt / Reinwein Franziska 55 Jahre alt / Steiger Stefanie 30 Jahre alt / Steiger Christl 3 Jahre alt / am 13. Februar 1945 / Frisch Anna 40 Jahre alt / Frisch Gertrude 8 Jahre alt / Rischka Anton 58 Jahre alt / Rischka Juliana 53 Jahre alt / Zum Gedenken. Die Hausgemeinschaft,,Stein,1948,12 Nach 1945,,,,
